Nama,Nama_Toko,Harga,banyak_terjual,Rating,Link,Komentar
Rexus Daxa Air V / Daxa Air 5 Wireless Gaming Mouse Lightweight 4K Dongle Daxa air 5 Daxa air V,FRAG GAMING STORE,Rp908.999,50+,5,https://www.tokopedia.com/fraggamingstore/rexus-daxa-air-v-daxa-air-5-wireless-gaming-mouse-lightweight-4k-dongle-daxa-air-5-daxa-air-v?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"seller fast respon, barang sesuai, mousenya enak, hotswap switchnya mantep, kalo mau pake di atas 1000hz via cable, 1000hz ke bawah bisa via dongle overall puas sama mou... || mantul"
Pulsar X2 V2 Mini Ultralightweight Wireless Gaming Mouse X2V2 PulsarX - Putih,FRAG GAMING STORE,Rp1.549.000,6,5,https://www.tokopedia.com/fraggamingstore/pulsar-x2-v2-mini-ultralightweight-wireless-gaming-mouse-x2v2-pulsarx-putih-34101?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"mousenya mantap, pengiriman cepat, adminnya ramah, nyaman dan praktis tinggal plug and play, ukuran mouse pas ditangan || -"
"Pressplay ICARUS V2 Mini Ultralight Wireless Press play Gaming Mouse - WHITE, Mouse Only",FRAG GAMING STORE,Rp579.000,14,5,https://www.tokopedia.com/fraggamingstore/pressplay-icarus-v2-mini-ultralight-wireless-press-play-gaming-mouse-white-mouse-only-732dd?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,
Gwolves / G Wolves Hati HTM3389 Ace Edition Stardust Purple Black 2019,FRAG GAMING STORE,Rp774.000,5,5,https://www.tokopedia.com/fraggamingstore/gwolves-g-wolves-hati-htm3389-ace-edition-stardust-purple-black-2019?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"barangnya mantap, respon mungkin bisa di cepetin lagi tapi overall mantep || ori, ringan dan barang cepat sampai.respon seller sangat ok. || super mouse. berani di adu sama mouse yg harga nya diatas 1jt"
Rexus Shaga RX130 Mouse Gaming Wireless SAGA RX-130 - Hitam,FRAG GAMING STORE,Rp380.000,70+,5,https://www.tokopedia.com/fraggamingstore/rexus-shaga-rx130-mouse-gaming-wireless-saga-rx-130-hitam-81cfe?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Respon cepat, pengiriman cepat & kualitas oke || mantap, bakal beli perlengkapan yang lain lagi disini || pelayanannya ramah dan service minded. barang berfungsi dgn sangat baik. thanks yah"
Pressplay NOVA Ergo Ergonomic Wireless Gaming Mouse by Press Play - Hitam,FRAG GAMING STORE,Rp378.999,20,5,https://www.tokopedia.com/fraggamingstore/pressplay-nova-ergo-ergonomic-wireless-gaming-mouse-by-press-play-hitam-2ea73?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Bahan mouse dan design bagus, rekomendasi penjual sangat fair, pengiriman cepat, penjual gesit dan sabar. Dapat bonus coin gold lagi. Semoga awet. || kualitas oke nyaman ditangan sangat ringan packing aman"
"Rexus Daxa Air 3 / Daxa Air III Wireless RGB Pro Gaming Mouse - Hitam, CASE PINK",FRAG GAMING STORE,Rp665.000,40+,4.9,https://www.tokopedia.com/fraggamingstore/rexus-daxa-air-3-daxa-air-iii-wireless-rgb-pro-gaming-mouse-hitam-case-pink?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Barangnya mantab. penjualnya juga ramah. fast respon lagi || pengiriman cpt, respon cpt, brg bagus || thanks gan.. barangnya sudah sampai.. cuma dusnya sedikit penyok penyok, tp dalemnya masih aman."
Rexus Clif Pro QV280 Mouse Office Ergonomic Vertical Wireless Bluetooth,FRAG GAMING STORE,Rp427.500,40+,4.8,https://www.tokopedia.com/fraggamingstore/rexus-clif-pro-qv280-mouse-office-ergonomic-vertical-wireless-bluetooth-1731073278150477208?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"seller sangat komunikatif, karena lebaran pengiriman jadi ter-delay mayan lama. cuman gpp, seller kasi info terkini soal ekspedisi. terkait produk, mousenya sabi banget... || cucok bgt buat dipake kantoran, ukuranya pas, sehingga nyaman buat dipake lama, tapi emang mousenya lumayan berbobot || keren mouse nya... fungsi nya luar biasa berguna bgt... easy to use Dan connect easily... cuman emang agak terasa ringan aja secara bobot. but gak masalah lah... *) Terny..."
Noir M1 Nex Modular Wireless Mouse - NoirM1 NoirM1Nex M1Nex - Hitam,,Rp449.000,50+,5,https://www.tokopedia.com/fraggamingstore/noir-m1-nex-modular-wireless-mouse-noirm1-noirm1nex-m1nex-hitam-1f54a?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Barang sesuai, pengiriman cepat. Kualitas produk oke punya, ringan dengan build quality yang lumayan. ||  || "
Vortexseries Vortex INNO X2 4K 8K InnoX28KWireless Gaming Mouse INNO8K - X3-MERAH,FRAG GAMING STORE,Rp499.000,40+,4.9,https://www.tokopedia.com/fraggamingstore/vortexseries-vortex-inno-x2-4k-8k-innox28kwireless-gaming-mouse-inno8k-x3-merah-29ded?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,Seller satset terpercaya. kualitas barang bagus dan mousenya beneran enak buat main game fps. next beli mousepad deh || mouse lebih kecil dari altec lansing gm9002 . lebih ringan juga || Ringan dan mantap. Kualitas juga lumayan nggak ringkih. enak pas digenggam dengan tangan yang kecil
Razer Viper V3 PRO Ultralight Hyperspeed Wireless Esports Gaming Mouse - Putih,FRAG GAMING STORE,Rp2.899.000,27,5,https://www.tokopedia.com/fraggamingstore/razer-viper-v3-pro-ultralight-hyperspeed-wireless-esports-gaming-mouse-1730825540167107992?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Cakep poll, ringan, dan build quality bagus. Seller sangat membantu, terima kasih || Mantap Viper emg bukan yg teringan namun feel dan performanya bener2 best of the best, Love it! 🥰🫶🏻👍🏼"
VortexSeries INNO X2M Vortex Inno X2M Inno X2 M Ultra Lightweight Wireless Gaming Magnesium Alloy Mouse,FRAG GAMING STORE,Rp1.124.000,30+,4.9,https://www.tokopedia.com/fraggamingstore/vortexseries-inno-x2m-vortex-inno-x2m-inno-x2-m-ultra-lightweight-wireless-gaming-magnesium-alloy-mouse?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"mantap, membombardir semua spek dan harga pasaran. feels pakenya mirip banget beastx, klikan nya juga hampir sama tactile ringan, scroll nya presisi. yang kurang cuma fon... || Setelah pemakaian seminggu masih nyaman digunakan, belum ada kendala & kualitas barangnya sudah sangat OK! respon seller cepat, kurir mantap Tengkyuu! || dimensi pas buat gw, kecil, gw pake viper mini ae claw grip, nah ini oke juga. buat yg ga biasa body kyk skeleton frame mungkin gripnya aneh, tpi buat gw enak karena jari..."
Fantech HELIOS XD3 / XD-3 Wireless Mouse Gaming RGB Dual Mode - Merah Muda,FRAG GAMING STORE,Rp539.000,18,4.9,https://www.tokopedia.com/fraggamingstore/fantech-helios-xd3-xd-3-wireless-mouse-gaming-rgb-dual-mode-merah-muda?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"mantappp grip enak di tangan oas, buat maen cs juga enak game2 fps okee || seller ramah, barang oke, pengiriman dan respon cepat. kalo emg ngidam gas ae udah ga usah banyak mikir. lbh baik nyesel beli drpd tidak membeli, terutama dari toko ini (... || seller fast respon mantap 👍"
Fantech WGC5 / WGC-5 Blake Wireless Mouse Dual Mode FantechWGC5 - Putih,FRAG GAMING STORE,Rp339.000,20,5,https://www.tokopedia.com/fraggamingstore/fantech-wgc5-wgc-5-blake-wireless-mouse-dual-mode-fantechwgc5-putih-2f2dc?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"ringan enak dipakai, rekomen"
PULSAR X2H ES ULTRA LIGHTWEIGHT WIRELESS GAMING MOUSE,FRAG GAMING STORE,Rp1.989.000,5,5,https://www.tokopedia.com/fraggamingstore/pulsar-x2h-es-ultra-lightweight-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,
PressPlay Nova V3 / Pressplay Ultralight Wireless - Gaming Mouse - Putih,FRAG GAMING STORE,Rp339.000,100+,4.9,https://www.tokopedia.com/fraggamingstore/pressplay-nova-v3-pressplay-ultralight-wireless-gaming-mouse-putih?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"barang tidak sesuai dengan deskripsi, namun barang dalam kondisi baik || bagus barang sesuai, fast respons, adminya juga ramah banget, barangnya sesuai, overall sih Bagus || Makasi PENJUAL RECSEL👌 penjual tanggung jawab untuk kendala produk dibagian klik kanan. Langsung tuker baru (ga sampe 4 hari), ane uda langganan disini btw. Uda 2x beli..."
Ajazz AJ179P / AJ-179P Lightweight Dual Mode Wireless Gaming Mouse - Hitam,FRAG GAMING STORE,Rp579.000,21,5,https://www.tokopedia.com/fraggamingstore/ajazz-aj179p-aj-179p-lightweight-dual-mode-wireless-gaming-mouse-hitam-01cc1?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"sangat nyaman dipakai dan charging dock yg bagus 👍🏻 || ringan banget mantep, seller jg mau bantu kasih informasi produk || worth it, dengan harga segitu udah dapet salah satu sensor yang terbaik dipasaran. terus juga untuk switchnya ga kalah sama yang lain di harga segitu, worth it sih"
Fantech XD3 V3 1K 4K Helios II 2 Pro Wireless Mouse XD3V3 FantechXD3V3 - XD3 V3 PUTIH 1K,FRAG GAMING STORE,Rp599.000,90+,5,https://www.tokopedia.com/fraggamingstore/fantech-xd3-v3-1k-4k-helios-ii-2-pro-wireless-mouse-xd3v3-fantechxd3v3-xd3-v3-putih-1k-cdded?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"Penjual gercep, ramah, bintang 5! Barang sampai dengan aman, packing rapi dan bagus. Fantech freebie nya lengkap sampai koin-koinnya, barang bagus berkualitas ga perlu di... || sejauh ini berfungsi dengan baik, semoga awet. thank you bro || scroll wheel untuk lompat enak banget shapenya ngingetin mouse lain hehe tekstur mouse juga enak cuman minus side button berasa jauh"
Fantech Aria XD7 Wired/BT/2.4Ghz Wireless Gaming Mouse - XD7-E White,,Rp389.000,100+,4.9,https://www.tokopedia.com/fraggamingstore/fantech-aria-xd7-wired-bt-2-4ghz-wireless-gaming-mouse-xd7-e-white-0a6ee?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"mouse terbaik, sensor top bgt, ringan top bgt, ukuran pas, performance super. ini kedua kali beli di toko ini (beda barang). terima kasih seller:) ||  || "
Fantech VENOM 2 WGC 2 / II WGC2 Wireless Mouse Gaming Rechargeable - - Beige,FRAG GAMING STORE,Rp154.900,90+,4.9,https://www.tokopedia.com/fraggamingstore/fantech-venom-2-wgc-2-ii-wgc2-wireless-mouse-gaming-rechargeable-beige-f25df?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Nyaman dan praktis tinggal plug and play, respon seller warbiyasah || Rekomen, delay nya tidak terasa. Kurang cocok untuk main game valo, kalau nge flick jadi aneh. Adminnya fast respon jga. Mantap 👌 || Nyampenya cukup cepat walau ada kendala libur natal, tapi masih bisa diterima, feelsnya enak buat saya yang make mousenya model palm grip, clicky tombolnya saya suka, ove..."
Ajazz AJ099 Ultra Lightweight Dual Mode Gaming Mouse AjazzAJ099 - Putih,FRAG GAMING STORE,Rp287.999,30+,4.4,https://www.tokopedia.com/fraggamingstore/ajazz-aj099-ultra-lightweight-dual-mode-gaming-mouse-ajazzaj099-putih-120e0?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"pengiriman barang dan pengemasan paket sangat baik bahkan cepat, hanya dalam waktu 3 hari sudah sampai. bintang 5 untuk toko. saya juga dapet emas 0,001 gram seperti di g... || Nyaman dan praktis tinggal plug and play || entengg, buat pemakaian biasa-biasa bukan gamer hardcore sih udh enak & pas di tangan."
Logitech G304 Lightspeed Wireless Gaming Mouse,FRAG GAMING STORE,Rp549.000,20,5,https://www.tokopedia.com/fraggamingstore/logitech-g304-lightspeed-wireless-gaming-mouse?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"seller fast resp, barang sesuai, packing aman. Rekomen. || mantapppp...... || Mantab"
"Sades Raiden S33 Mouse Gaming Wireless Modular Dual Mode SadesRaiden - Hitam, TANPA EXTRACASE",FRAG GAMING STORE,Rp550.000,22,5,https://www.tokopedia.com/fraggamingstore/sades-raiden-s33-mouse-gaming-wireless-modular-dual-mode-sadesraiden-hitam-tanpa-extracase-4606d?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Best value mouse Ukuran mouse pas ditangan. || Mantap sesuai deskripsi, pengiriman cepat 👍 || Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan. Best value mouse"
Rexus Xierra X18 RIFLE X-18 Riffle Ergonomic Gaming Mouse - Hitam,FRAG GAMING STORE,Rp159.000,40+,5,https://www.tokopedia.com/fraggamingstore/rexus-xierra-x18-rifle-x-18-riffle-ergonomic-gaming-mouse-hitam?extParam=whid%3D2412325%26src%3Dshop&aff_unique_id=&channel=others&chain_key=,"keren mousenya lednya mantep uey adem liatnya, enak aja dipakenya buat gantiin tx7 ku yang udah wafat 🥲, btw bungkusannya kek kotak makan wkwkw Best value mouse || Nyaman dan praktis tinggal plug and play Ukuran mouse pas ditangan || Nyaman dan praktis tinggal plug and play"
NYK RIOT MQ10 / NYK NEMESIS RIOT MQ-10 Dual Wireless Charging Dock Gaming Mouse - Hitam,FRAG GAMING STORE,Rp154.999,40+,4.6,https://www.tokopedia.com/fraggamingstore/nyk-riot-mq10-nyk-nemesis-riot-mq-10-dual-wireless-charging-dock-gaming-mouse-1730755301319083416?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"barang sesuai, packing ok, berfungsi nyala, mouse ringan kualitas sesuai harga bagus, engga dapet logam mulia ga sesuai/terbilang di gambar, klasik.. proses lama engga di... || barang sampai dengan aman, bagus banget ada docking charge nya. ukuranya cocok di tangan walaupun enteng || Ulasannya di Video yaaa"
Endgame OP1W Endgame Gear OP1-W 4K Wireless Gaming Mouse - Putih,FRAG GAMING STORE,Rp1.990.000,21,5,https://www.tokopedia.com/fraggamingstore/endgame-op1w-endgame-gear-op1-w-4k-wireless-gaming-mouse-1731078689520780696?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Polos2 berbahaya, modelnya keliatan b aja tapi kalo dipake ngegame beh berasa dpt kekuatan super bos, tp emg modelnya kurus dan memanjang jadi ga semua tangan cocok"
Mouse Rexus QB300 Office Wireless Bluetooth - Silent Click Mouse - Biru Muda,FRAG GAMING STORE,Rp109.000,4,5,https://www.tokopedia.com/fraggamingstore/mouse-rexus-qb300-office-wireless-bluetooth-silent-click-mouse-biru-muda-3b804?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,produk sesuai deskripsi
Noir Neo Melo Wireless Mouse Noirneomelo Bluetooth Silent Click USB-C - LILAC,FRAG GAMING STORE,Rp128.500,30+,5,https://www.tokopedia.com/fraggamingstore/noir-neo-melo-wireless-mouse-noirneomelo-bluetooth-silent-click-usb-c-lilac-25caf?extParam=src%3Dshop%26whid%3D2412325&aff_unique_id=&channel=others&chain_key=,"Mouse recommended Mouse berfungsi dengan baik Sensifitas mousenya baik Bagus untuk kerja sehari-hari || Mouse OK dan silent click. Bisa jadi alternatif dari logitech yang harganya lumayan || befungsi dengan baik, semoga awet"
